opt_level,wasm_opt,lto,codegen_units,strip,panic,build_time,wasm_opt_time,size,size_gzipped,frame_time
Z,Both,Off,Default,DebugInfo,Unwind,130.85367,189.25116,27567829,7730580,37.01
Z,None,Off,Default,DebugInfo,Abort,131.27141,0,58379263,11788685,38.73
Z,S,Off,Default,DebugInfo,Abort,131.27141,188.56598,27575561,7731221,38.13
Z,Z,Off,Default,DebugInfo,Abort,131.27141,174.88496,25517000,7687486,36.55
Z,Three,Off,Default,DebugInfo,Abort,131.27141,162.27101,28425165,7960498,38.19
Z,Both,Off,Default,DebugInfo,Abort,131.27141,197.97778,27575561,7731221,37.62
Z,None,Thin,One,None,Unwind,222.90398,0,37439488,8957233,37.91
Z,S,Thin,One,None,Unwind,222.90398,122.34558,21152841,6539089,36.75
Z,Z,Thin,One,None,Unwind,222.90398,114.39803,19691698,6516599,38.3
Z,Three,Thin,One,None,Unwind,222.90398,110.74231,21242390,6566069,37.68
Z,Both,Thin,One,None,Unwind,222.90398,119.75091,21152841,6539089,38.18
Z,None,Thin,One,None,Abort,225.71758,0,37471422,8959078,37.61
Z,S,Thin,One,None,Abort,225.71758,109.16642,21186781,6550263,36.99
Z,Z,Thin,One,None,Abort,225.71758,123.78207,19709454,6524662,38.91
Z,Three,Thin,One,None,Abort,225.71758,131.3353,21276765,6574857,38.69
Z,Both,Thin,One,None,Abort,225.71758,118.77696,21186781,6550263,37.14
Z,None,Thin,One,DebugInfo,Unwind,218.83861,0,37439488,8957233,39.24
Z,S,Thin,One,DebugInfo,Unwind,218.83861,108.089066,21152841,6539089,38.74
Z,Z,Thin,One,DebugInfo,Unwind,218.83861,131.1513,19691698,6516599,37.92
Z,Three,Thin,One,DebugInfo,Unwind,218.83861,122.61161,21242390,6566069,36.9
Z,Both,Thin,One,DebugInfo,Unwind,218.83861,96.83688,21152841,6539089,37.05
Z,None,Thin,One,DebugInfo,Abort,220.21477,0,37471422,8959078,38.31
Z,S,Thin,One,DebugInfo,Abort,220.21477,124.78111,21186781,6550263,37.71
Z,Z,Thin,One,DebugInfo,Abort,220.21477,128.03868,19709454,6524662,37.74
Z,Three,Thin,One,DebugInfo,Abort,220.21477,108.81636,21276765,6574857,37.9
Z,Both,Thin,One,DebugInfo,Abort,220.21477,116.37513,21186781,6550263,37.65
Z,None,Thin,Default,None,Unwind,217.78006,0,54446006,11166614,34.28
Z,S,Thin,Default,None,Unwind,217.78006,165.95569,26824268,7661697,33.56
Z,Z,Thin,Default,None,Unwind,217.78006,173.28185,24529851,7601030,36.29
Z,Three,Thin,Default,None,Unwind,217.78006,171.36098,27014718,7701992,34.54
Z,Both,Thin,Default,None,Unwind,217.78006,164.94147,26824268,7661697,35.33
Z,None,Thin,Default,None,Abort,221.36873,0,54445427,11164220,35.01
Z,S,Thin,Default,None,Abort,221.36873,157.1734,26834239,7663635,33.22
Z,Z,Thin,Default,None,Abort,221.36873,170.97858,24537520,7601546,34.22
Z,Three,Thin,Default,None,Abort,221.36873,167.97589,27025038,7705048,34.53
Z,Both,Thin,Default,None,Abort,221.36873,142.43712,26834239,7663635,35.72
Z,None,Thin,Default,DebugInfo,Unwind,228.03897,0,54446006,11166614,33.89
Z,S,Thin,Default,DebugInfo,Unwind,228.03897,164.26251,26824268,7661697,35.68
Z,Z,Thin,Default,DebugInfo,Unwind,228.03897,171.99216,24529851,7601030,34.36
Z,Three,Thin,Default,DebugInfo,Unwind,228.03897,175.3945,27014718,7701992,32.73
Z,Both,Thin,Default,DebugInfo,Unwind,228.03897,155.78175,26824268,7661697,34.83
Z,None,Thin,Default,DebugInfo,Abort,215.30728,0,54445427,11164220,35.12
Z,S,Thin,Default,DebugInfo,Abort,215.30728,154.18176,26834239,7663635,35.18
Z,Z,Thin,Default,DebugInfo,Abort,215.30728,166.33562,24537520,7601546,33.56
Z,Three,Thin,Default,DebugInfo,Abort,215.30728,161.95255,27025038,7705048,35.25
Z,Both,Thin,Default,DebugInfo,Abort,215.30728,141.6495,26834239,7663635,33.84
Z,None,Fat,One,None,Unwind,423.96674,0,28253673,7664474,37.52
Z,S,Fat,One,None,Unwind,423.96674,57.230564,18745499,5976692,36.63
Z,Z,Fat,One,None,Unwind,423.96674,64.84417,17547288,5948351,36.09
Z,Three,Fat,One,None,Unwind,423.96674,65.12179,18829225,5996587,37.47
Z,Both,Fat,One,None,Unwind,423.96674,61.147186,18745499,5976692,35.78
Z,None,Fat,One,None,Abort,429.95096,0,28267002,7667348,36.44
Z,S,Fat,One,None,Abort,429.95096,57.034782,18751438,5978128,37.32
Z,Z,Fat,One,None,Abort,429.95096,57.707485,17559604,5949531,36.45
Z,Three,Fat,One,None,Abort,429.95096,64.27587,18835254,5997614,36.64
Z,Both,Fat,One,None,Abort,429.95096,58.51697,18751438,5978128,35.2
Z,None,Fat,One,DebugInfo,Unwind,426.88562,0,28253673,7664474,35.34
Z,S,Fat,One,DebugInfo,Unwind,426.88562,52.800472,18745499,5976692,36.47
Z,Z,Fat,One,DebugInfo,Unwind,426.88562,65.1064,17547288,5948351,38.07
Z,Three,Fat,One,DebugInfo,Unwind,426.88562,62.07971,18829225,5996587,37.64
Z,Both,Fat,One,DebugInfo,Unwind,426.88562,58.72646,18745499,5976692,35.51
Z,None,Fat,One,DebugInfo,Abort,425.56604,0,28267002,7667348,37.18
Z,S,Fat,One,DebugInfo,Abort,425.56604,53.093227,18751438,5978128,36.83
Z,Z,Fat,One,DebugInfo,Abort,425.56604,61.242493,17559604,5949531,38.14
Z,Three,Fat,One,DebugInfo,Abort,425.56604,64.99466,18835254,5997614,36.76
Z,Both,Fat,One,DebugInfo,Abort,425.56604,58.89451,18751438,5978128,35.63
Z,None,Fat,Default,None,Unwind,508.6201,0,36980513,8901750,34.77
Z,S,Fat,Default,None,Unwind,508.6201,62.403942,22254748,6650036,34.67
Z,Z,Fat,Default,None,Unwind,508.6201,77.72602,20707287,6613748,33.36
Z,Three,Fat,Default,None,Unwind,508.6201,81.634674,22344981,6675774,32.43
Z,Both,Fat,Default,None,Unwind,508.6201,65.89556,22254748,6650036,33.55
Z,None,Fat,Default,None,Abort,516.738,0,36964244,8899037,33.87
Z,S,Fat,Default,None,Abort,516.738,70.720955,22241663,6645547,34.26
Z,Z,Fat,Default,None,Abort,516.738,74.70867,20691706,6609049,33.79
Z,Three,Fat,Default,None,Abort,516.738,76.69218,22329558,6667085,34.01
Z,Both,Fat,Default,None,Abort,516.738,64.45086,22241663,6645547,32.49
Z,None,Fat,Default,DebugInfo,Unwind,509.8302,0,36980513,8901750,33.72
Z,S,Fat,Default,DebugInfo,Unwind,509.8302,71.61686,22254748,6650036,33.4
Z,Z,Fat,Default,DebugInfo,Unwind,509.8302,77.696106,20707287,6613748,33.97
Z,Three,Fat,Default,DebugInfo,Unwind,509.8302,77.84984,22344981,6675774,34.66
Z,Both,Fat,Default,DebugInfo,Unwind,509.8302,65.66844,22254748,6650036,33.18
Z,None,Fat,Default,DebugInfo,Abort,508.46985,0,36964244,8899037,32.89
Z,S,Fat,Default,DebugInfo,Abort,508.46985,75.97159,22241663,6645547,33.48
Z,Z,Fat,Default,DebugInfo,Abort,508.46985,75.2737,20691706,6609049,33.03
Z,Three,Fat,Default,DebugInfo,Abort,508.46985,82.00034,22329558,6667085,33.53
Z,Both,Fat,Default,DebugInfo,Abort,508.46985,62.53221,22241663,6645547,33.81
Three,None,Off,One,None,Unwind,0.3024739,0,36964244,8899037,33.83
Three,S,Off,One,None,Unwind,0.3024739,75.55959,22241663,6645547,35.5
Three,Z,Off,One,None,Unwind,0.3024739,70.69222,20691706,6609049,33.61
Three,Three,Off,One,None,Unwind,0.3024739,80.664116,22329558,6667085,33.96
Three,Both,Off,One,None,Unwind,0.3024739,70.86781,22241663,6645547,31.99
Three,None,Off,One,None,Abort,0.2969472,0,36964244,8899037,33.5
Three,S,Off,One,None,Abort,0.2969472,75.53779,22241663,6645547,34.17
Three,Z,Off,One,None,Abort,0.2969472,66.62746,20691706,6609049,33.11
Three,Three,Off,One,None,Abort,0.2969472,81.66817,22329558,6667085,33.93
Three,Both,Off,One,None,Abort,0.2969472,76.067474,22241663,6645547,32.93
Three,None,Off,One,DebugInfo,Unwind,0.2856112,0,36964244,8899037,33.61
Three,S,Off,One,DebugInfo,Unwind,0.2856112,70.49579,22241663,6645547,32.72
Three,Z,Off,One,DebugInfo,Unwind,0.2856112,69.891106,20691706,6609049,33.14
Three,Three,Off,One,DebugInfo,Unwind,0.2856112,80.74172,22329558,6667085,32.87
Three,Both,Off,One,DebugInfo,Unwind,0.2856112,76.056076,22241663,6645547,34.64
Three,None,Off,One,DebugInfo,Abort,0.29890302,0,36964244,8899037,33.19
Three,S,Off,One,DebugInfo,Abort,0.29890302,76.070496,22241663,6645547,33.92
Three,Z,Off,One,DebugInfo,Abort,0.29890302,70.616196,20691706,6609049,34.77
Three,Three,Off,One,DebugInfo,Abort,0.29890302,68.40703,22329558,6667085,34.69
Three,Both,Off,One,DebugInfo,Abort,0.29890302,71.19411,22241663,6645547,33.41
Three,None,Off,Default,None,Unwind,0.2985807,0,36964244,8899037,33.22
Three,S,Off,Default,None,Unwind,0.2985807,71.3585,22241663,6645547,33.74
Three,Z,Off,Default,None,Unwind,0.2985807,78.317856,20691706,6609049,34.37
Three,Three,Off,Default,None,Unwind,0.2985807,71.63682,22329558,6667085,33.62
Three,Both,Off,Default,None,Unwind,0.2985807,59.06917,22241663,6645547,35.23
Three,None,Off,Default,None,Abort,0.2897235,0,36964244,8899037,33.08
Three,S,Off,Default,None,Abort,0.2897235,74.27565,22241663,6645547,34.26
Three,Z,Off,Default,None,Abort,0.2897235,75.40511,20691706,6609049,33.39
Three,Three,Off,Default,None,Abort,0.2897235,65.07295,22329558,6667085,34.99
Three,Both,Off,Default,None,Abort,0.2897235,73.9661,22241663,6645547,32.84
Three,None,Off,Default,DebugInfo,Unwind,0.29221982,0,36964244,8899037,32.94
Three,S,Off,Default,DebugInfo,Unwind,0.29221982,64.62883,22241663,6645547,33.93
Three,Z,Off,Default,DebugInfo,Unwind,0.29221982,67.22838,20691706,6609049,33.42
Three,Three,Off,Default,DebugInfo,Unwind,0.29221982,79.27581,22329558,6667085,32.74
Three,Both,Off,Default,DebugInfo,Unwind,0.29221982,74.98736,22241663,6645547,32.32
Three,None,Off,Default,DebugInfo,Abort,0.29152602,0,36964244,8899037,33.73
Three,S,Off,Default,DebugInfo,Abort,0.29152602,73.35164,22241663,6645547,33.77
Three,Z,Off,Default,DebugInfo,Abort,0.29152602,75.495155,20691706,6609049,31.24
Three,Three,Off,Default,DebugInfo,Abort,0.29152602,77.19128,22329558,6667085,32.83
Three,Both,Off,Default,DebugInfo,Abort,0.29152602,71.73266,22241663,6645547,33.47
Three,None,Thin,One,None,Unwind,0.2902306,0,36964244,8899037,33.03
Three,S,Thin,One,None,Unwind,0.2902306,73.70524,22241663,6645547,32.82
Three,Z,Thin,One,None,Unwind,0.2902306,76.3258,20691706,6609049,35.24
Three,Three,Thin,One,None,Unwind,0.2902306,79.31279,22329558,6667085,33.3
Three,Both,Thin,One,None,Unwind,0.2902306,71.72265,22241663,6645547,34.14
Three,None,Thin,One,None,Abort,0.2869328,0,36964244,8899037,33.86
Three,S,Thin,One,None,Abort,0.2869328,66.302956,22241663,6645547,34.78
Three,Z,Thin,One,None,Abort,0.2869328,80.9449,20691706,6609049,34.14
Three,Three,Thin,One,None,Abort,0.2869328,80.53335,22329558,6667085,34.19
Three,Both,Thin,One,None,Abort,0.2869328,75.62798,22241663,6645547,33.43
Three,None,Thin,One,DebugInfo,Unwind,0.2913798,0,36964244,8899037,34.06
Three,S,Thin,One,DebugInfo,Unwind,0.2913798,64.385765,22241663,6645547,35.56
Three,Z,Thin,One,DebugInfo,Unwind,0.2913798,75.31145,20691706,6609049,34.71
Three,Three,Thin,One,DebugInfo,Unwind,0.2913798,77.67348,22329558,6667085,33.11
Three,Both,Thin,One,DebugInfo,Unwind,0.2913798,75.93667,22241663,6645547,33.42
Three,None,Thin,One,DebugInfo,Abort,0.2901224,0,36964244,8899037,34.15
Three,S,Thin,One,DebugInfo,Abort,0.2901224,75.86285,22241663,6645547,33.78
Three,Z,Thin,One,DebugInfo,Abort,0.2901224,80.06341,20691706,6609049,33.98
Three,Three,Thin,One,DebugInfo,Abort,0.2901224,71.56382,22329558,6667085,34.17
Three,Both,Thin,One,DebugInfo,Abort,0.2901224,62.488678,22241663,6645547,34.13
Three,None,Thin,Default,None,Unwind,0.2924759,0,36964244,8899037,33.12
Three,S,Thin,Default,None,Unwind,0.2924759,71.43721,22241663,6645547,33.61
Three,Z,Thin,Default,None,Unwind,0.2924759,78.37117,20691706,6609049,34.97
Three,Three,Thin,Default,None,Unwind,0.2924759,70.13198,22329558,6667085,36.64
Three,Both,Thin,Default,None,Unwind,0.2924759,75.67928,22241663,6645547,34.03
Three,None,Thin,Default,None,Abort,5.582346,0,36964244,8899037,33.59
Three,S,Thin,Default,None,Abort,5.582346,75.56674,22241663,6645547,33.4
Three,Z,Thin,Default,None,Abort,5.582346,78.44783,20691706,6609049,34.45
Three,Three,Thin,Default,None,Abort,5.582346,79.05539,22329558,6667085,33.86
Three,Both,Thin,Default,None,Abort,5.582346,64.46246,22241663,6645547,34.05
Three,None,Thin,Default,DebugInfo,Unwind,0.3044161,0,36964244,8899037,34.95
Three,S,Thin,Default,DebugInfo,Unwind,0.3044161,71.227844,22241663,6645547,34.03
Three,Z,Thin,Default,DebugInfo,Unwind,0.3044161,78.506645,20691706,6609049,34.09
Three,Three,Thin,Default,DebugInfo,Unwind,0.3044161,76.107506,22329558,6667085,34.12
Three,Both,Thin,Default,DebugInfo,Unwind,0.3044161,66.32139,22241663,6645547,33.08
Three,None,Thin,Default,DebugInfo,Abort,0.28427058,0,36964244,8899037,34.42
Three,S,Thin,Default,DebugInfo,Abort,0.28427058,71.04304,22241663,6645547,33.34
Three,Z,Thin,Default,DebugInfo,Abort,0.28427058,75.8063,20691706,6609049,33.38
Three,Three,Thin,Default,DebugInfo,Abort,0.28427058,81.67603,22329558,6667085,33.08
Three,Both,Thin,Default,DebugInfo,Abort,0.28427058,64.54851,22241663,6645547,34.3
Three,None,Fat,One,None,Unwind,0.2895159,0,36964244,8899037,32.15
Three,S,Fat,One,None,Unwind,0.2895159,74.55158,22241663,6645547,33.58
Three,Z,Fat,One,None,Unwind,0.2895159,75.83367,20691706,6609049,33.63
Three,Three,Fat,One,None,Unwind,0.2895159,70.630226,22329558,6667085,33.85
Three,Both,Fat,One,None,Unwind,0.2895159,66.432625,22241663,6645547,33.75
Three,None,Fat,One,None,Abort,0.2946341,0,36964244,8899037,34.2
Three,S,Fat,One,None,Abort,0.2946341,59.392696,22241663,6645547,34.49
Three,Z,Fat,One,None,Abort,0.2946341,77.88472,20691706,6609049,32.55
Three,Three,Fat,One,None,Abort,0.2946341,81.816086,22329558,6667085,32.61
Three,Both,Fat,One,None,Abort,0.2946341,75.45907,22241663,6645547,34.17
Three,None,Fat,One,DebugInfo,Unwind,0.2851994,0,36964244,8899037,35.07
